movie title,Cleaned_Overview
The Brain That Wouldn't Die,doctor experimenting transplant techniques keeps girlfriends head alive is decapitated car crash goes hunting new body
Persephone,giant arkship odyssey thousand hibernating settlers left dying earthjourneying years nearest star lone habitable planet proxima b new home humanity is perpetually bombarded deadly solar flares dayside read
4:44 Last Day on Earth,look painter successful actor spend day world comes end
41,young man discovers hole floor local motel leads yesterday
Portals,series worldwide blackouts millions mysterious doorlike cosmic anomalies appear earth flee real terror sets are drawn mysterious voids
Dr. Jekyll and Ms. Hyde,scientist creating perfumes inherits great grandfather dr jekylls formula decides use modern technology improve ends as ambitious ruthless woman tries prevent returning spineless man
Day the World Ended,postapocalyptic world atomic war seven disparate people protected valley home survivalist beautiful daughter
Virgin Hunters 2,hunt is year 2099 sequel megahit scifi sex romp virgin hunters unsatisfied lex 500 sex robot megaconglomerate overlord supreme commander world alliance camella swales banned forms sex future is serene pro read
Son of Frankenstein,returning ancestral castle long death monster son dr frankenstein meets mad shepherd who is hiding comatose creature clear family revives creature tries rehabilitate
Nude on the Moon,rich rocket scientist organizes expedition moon discover is inhabited nude women
Harbinger Down,studying effects global warming pod whales grad students crabbing vessel crew uncover frozen soviet space shuttle unintentionally release monstrous organism
The Green Slime,destroying giant asteroid heading earth group scientists unknowingly bring strange green substance soon mutates monster
Space Station 76,1970s version future personalities asteroids collide
Unidentified Objects,uptight dwarf freespirited alienobsessed neighbor hit road borderdefying search place universe
Infinitum: Subject Unknown,experimental film shot just one crew member jane is trapped parallel universe is forced way alter reality is late
Await Further Instructions,familys christmas takes strange turn awake trapped inside begin receiving mysterious instructions television
C.H.U.D. II: Bud the Chud,military experiment create race superwarriors awry legions murderous zombies are unleased surburan neighborhood
The Astro-Zombies,plan build super human murdering innocent convenient victims using various bits result creatures rampage
Nightmare Weekend,female scientist performs experiments college girls turn drooling murderous mutants
It Came from Beneath the Sea,giant radioactive octopus rises philippine trench terrorize north american pacific coast
Starship Invasions,advance team dying faroff civilization seeks new world conquer inhabit earth
2001: A Space Travesty,marshal dix is free president aliens intl lunar base clone replaced white house dix prevent alien invasion
The Day the Earth Caught Fire,russia unwittingly test atomic bombs time alters nutation axis rotation earth
Frankenstein Unbound,ultimate weapon meant safe humankind produces global sideeffects including time slides disappearances scientist project car are transported year 2031 1817s switzerland finds dr victor frankenstein read
House of Frankenstein,deranged scientist escapes prison recruits dracula frankensteins monster wolf man revenge behalf
Zaat,mad scientist transforms aquatic killer
Fogo-Fátuo,2069 erotic year one fateful year king crown
The Quatermass Xperiment,professor bernard quatermass manned rocket ship returns earth astronauts are missing survivor ill unable communicate
"Aliens, Clowns & Geeks",outofwork actor stumbles key universe is drawn intergalactic war clowns aliens
Jetsons: The Movie,george jetson is forced uproot family mr spacely promotes charge new factory distant planet
The Amazing Colossal Man,military officer survives nuclear blast begin uncontrollably grow increasingly unstable giant
The Alligator People,woman hypnotic state recounts doctors details horrific experience past life began mysterious sudden disappearance husband
CQ,young filmmaker 1960s paris juggles directing cheesy scifi debacle directing personal art film coping crumbling relationship girlfriend realizing hes infatuated scifi films starlet
The 27th Day,aliens people small capsules kill mankind additional damage understanding colonize earth use weapons
Extracted,scientist who invented technology construct virtual realities peoples memories finds perilous situation reluctantly allows used purpose imagined
Dracula 3000,count dracula terrorizes crew spaceship
"The Phantom from 10,000 Leagues",seaside community is terrorized hideous sea monster created experiments atomic radiation
The Return of Captain Invincible,world war ii captain invincible used superpowers nazis hero accused supporting communists retired australia super secret super weapon is stolen hes asked come help unfortunately h read
"Die, Monster, Die!",young man visits fiancées estate discover wheelchairbound scientist father discovered meteorite emits mutating radiation rays turned plants greenhouse giants wife falls victim mysterious power old m read
Attack of the Puppet People,lonely deranged puppetmaster designs machine shrinks people
They Bite,sea creatures come shore attack mate humans
The Thing with Two Heads,doctors are forced transplant head dying racist surgeon body black death row inmate
Cyst,1960s nurses day is ruined doctor inadvertently creates cyst monster terrorizes office
Escape from Area 51,sheera sexy alien warrior uses power glitch escape captivity area 51 elude enemies rescue kyra fellow warrior way home
Hangar 18,ufo crashes arizona space collision nasa satellite launch government tries coverup incident political reasons
The Killer Shrews,isolated island small group people are terrorized giant voracious shrews midst hurricane
Project K,plot unknown
The Cars That Ate Paris,small town paris australia deliberately causes car accidents sellssalvages valuables wrecks as means economy
Nightbeast,creature outer space crash lands small town starts killing people
The Mouse on the Moon,tiny country persuades americans soviets theyre starting space program really just want money new plumbing
Visioneers,people begin exploding stress george washington winsterhammerman tries ignore epidemic live usual life suffers symptom
Jessica Forever,dystopian world violent misfits reign supreme one woman makeshift family rehabilitated marauders fight peace
Quintet,future ice age dying humanity occupies remaining time playing board game called quintet one small group obsession is play game living pieces winner survives
Nice Girls Don't Explode,young lady is kept away boys overprotective mother flames tend spontaneously erupt hormones are aroused protection dinner date is carrying extinguisher
Dr Jekyll & Sister Hyde,victorian scientist tests serum transforms sensuous murderess
Bride of the Monster,mad doctor attempts create atomic supermen
Alien Addiction,one man aliens buzz
Blackenstein,eddie is vietnam veteran who loses arms legs steps land brilliant surgeon is able attach new limbs jealous assistant switches dna injections transforming gigantic killer
Frankenstein Must Be Destroyed,baron frankenstein aid young doctor fiancée kidnaps mentally sick dr brandt order perform brain transplant operation
Empires of the Deep,set mythical world story unlikely love story young human mermaid
Heartbeeps,household robots run away try start family
Phantasm IV: Oblivion,mike travels time dimensions tall mans origins
Conquest of Space,americanled team international astronauts leave space station mission mars captains religious beliefs way
Creator,eccentric scientist teaches student manner looks way clone deceased wife
Attack of the Giant Leeches,backwoods game warden local doctor discover giant leeches are responsible disappearances deaths local swamp local police dont believe
The Ghost of Frankenstein,dr frankensteins plans replace brain monster are hijacked scheming malevolent assistant ygor
Stereo (Tile 3B of a CAEE Educational Mosaic),future canadian academy erotic inquiry is investigating theories parapsychologist luther stringfellow seven young adults volunteer submit form brain surgery removes power speech increases power telepathic com read
Beware! The Blob,technician brings frozen specimen original blob north pole wife accidentally defrosts thing terrorizes populace including local hippies kittens bowlers
The Door Into Summer,inventor robotics technology is robbed girlfriend business partner sent future cryogenic sleep awakes 30 years later is assisted humanoid robot originally creation
Android,strange doctor secretly experiments androids space station assistant is max curious android who wants world meet girl criminals hide station soon violence erupts
Snatchers,statusobsessed teen sara sex time wakes day months pregnantwith alien
Madrigal,is is motto fernando pérezs madrigal esoteric fable built handsome actors love story overweight homely girl does eyes swanky apartment second read
Seveneves,colony survivors living outer space try return earth thousands years evacuated
Mosquito,violent massacre caused humansized mosquitoes forces lone survivors band fight survival as mosquitoes continue onslaught
Flesh Gordon Meets the Cosmic Cheerleaders,flesh gordon is kidnapped group space cheerleaders hoping use save planet
"Now You See Him, Now You Don't",chemistry student invents spray makes wearer invisible crook finds plans steal
The Magnetic Monster,office scientific investigation sends amen agents investigate reports unusual magnetic activity various communities
Storage 24,london military plane crashes leaving highly classified contents strewn city completely unaware city is lockdown group people trapped inside storage facility highly unwelcome guest
Son of Flubber,professor brainard experiments flubber derivatives gets trouble students help
Petticoat Planet,man crash lands western themed planet inhabited beautiful women
No Men Beyond This Point,world women able selffertilise are longer giving birth males quiet unassuming housekeeper named andrew myers finds center battle men going extinct
Battle Star Wars,leader evil coalition threatens destroy rebel planet resources daughter choice join rebel fight is right
Frankenstein and Me,teenager earl vivid imagination fueled movies like frankenstein night living dead 1968
Dr. Caligari,mrs van houten shown signs losing touch reality husband discusses possible treatment dr caligari who says mrs van houten disease libido staff want dr caligari removed facility controversial experiments el read
Vessel,
Island of Terror,isolated remote island community is threatened attack tentacled silicates liquefy digest bone tissue
Dr. Alien,sexy substitute teacher replaces teacher who killed ufo encounter research nerdy student is making lady magnet
Momo,village momo pace time goes slowly is bothering stress time chat rest day grey men arrive great selling strategy offer people account collect time everybody is stress ord read
Jekyll and Hyde... Together Again,dr daniel jekyll researching drugs help mankind avoid surgery discovers white powder unleashes animal man case turning shy timid doctor wild sex crazed party animal delight dismay rich f read
Monster in the Closet,paul dooley paul walker john carradine henry gibson head allstar cast horrorcomedy murderous misunderstood monster
Guidance,trip country young couple use guidance device create enlightened people as time passes subvert guidance manipulate lie hoping save are afraid losing
The Brother from Another Planet,mute alien appearance black human is chased outerspace bounty hunters streets harlem
Pinocchio 3000,year is 3000 geppetto help faithful assistant spencer cyber penguin holographic fairy cyberina creates pinocchio prototype superrobot equipped emotions
Tetsuo II: Body Hammer,metalworshipping fanatics abduct son father unleashes dormant destructive power as naked rage transforms oncefeeble flesh grisly symbiosis metal tissue who dares defy ultimate bodyhammer
The Terror Within,chemical warfare leaves world barren filled mutated monsters band survivors underground complex battle one creatures able break
Born in Flames,set years peaceful revolution united states history presents dystopia issues groups minorities liberals gay rights organizations feminists are dealt government
Nightwish,professor graduate students journey house mountains investigate paranormal activities experiment goes awry alien entity starts attacking
Frankenstein and the Monster from Hell,baron frankenstein works mental patient reanimate dead
Beyond the Time Barrier,1960 military test pilot is caught time warp propels year 2024 finds plague sterilized worlds population
Curse of the Fly,motorist martin delambre attempts evidence familys bizarre experiments teleportation hidden wife who is hiding secrets
Robot Monster,monstrous roman attempts annihilate family alive earth finds falling beautiful daughter
Spheres,threepart virtual reality experience offering immersive journey cosmos origins songs
The Creeping Flesh,victorianage scientist returns london paleontological bagofbones discovery papua new guinea unfortunately exposed water flesh returns bones unleashing malevolent scientists family friends
Dolly,
Project Aether,american writers family ties relate late 1950s experiment resulting high level haunting old wooded house banks lazy bayou government conspiracy is connected disappearance key individuals who special connectio read
Diminuendo,film director life crumbles suicide hollywood starlet girlfriend obsessed lifelike robot appears exact duplicate
The Big Empty,john person is actor little work money who suddenly finds opportunity make quick cash delivering suitcase middle
House of Dracula,wolf man count dracula beg dr edelman cure killing instincts dracula schemes seduce doctors nurse
Maximum Shame,choice wont easy fact shed walk hell fear fear thats
Britannia Hospital,chaotic workings hospital staff strike
The Million Dollar Duck,professor dooley takes home duck research laboratory as pet son soon finds lays golden eggs
Flight to Mars,astronauts successfully fly mars encounter seemingly friendly advanced inhabitants who harbor covert plans use ship invade earth
Critters 4,cryogenically frozen waking space station near future critters aim unwitting crew lunch
The Tangle,set near future tangle connects hard drives brain group government agents try protect humanity hidden technology saferooms rooms tangle reach
The History of Time Travel,fictional documentary creation worlds time machine men who created unintended ramifications world events
The Day Mars Invaded Earth,martians replace scientist family pave way invasion
Stand by Me Doraemon,happen nobitas life doraemon leaves
Virtual Sexuality,frustrated teenage girl creates perfect man virtual reality machine freak accident gives life
Target Earth,giant robots venus invade chicago stranded deserted city are strangers frank nora
A Nymphoid Barbarian in Dinosaur Hell,postarmageddon world young woman finds fight survival mutant cavemen dinosaurs prehistoric animals
Embryo,scientist rock hudson doing experiments human fetus discovers method accelerate fetus mature adult just days is as child begins exhibit horrific tendencies
Monster a Go-Go,space capsule crashlands earth astronaut aboard disappears is connection missing man monster roaming area
The Mating Habits of the Earthbound Human,anthropologist alien planet provides voiceover commentary documentary human courtship mating reproduction
Everything Beautiful Is Far Away,guy girl robothead hike desert planet search mythical lake
Spasms,gigantic serpent is captured remote island shipped american college experimentation british millionaire american scientist hot pursuit beast escapes captivity starts kill innocent people
We Are Not Alone,are is set weeks alien invasion explores culture clash humankind new alien masters who are trying make sense planet confusing inhabitants agree road drive
Killers from Space,atomic scientist claims abducted aliens injured plane crash
Attack of the Crab Monsters,scientists trapped shrinking island intelligent murderous giant crabs
Anti Matter,scientist faces question makes is is physical world discovers travel worm hole
Last Words,is 2085 young man one survivors human community old embarks long voyage
The Incredible 2-Headed Transplant,dr roger girard is rich scientist conducting experiments head transplantation caretaker son danny who fully grown mind child one day escaped psychokiller invades girards home killing dannys father gunned read
The Wizard of Speed and Time,hollywood filmmaker mike jittlov makes short evil film studio unbeknownest producer placed bet 25000 wont come use luckily film creator gets help friends
Xtro 3: Watch the Skies,marines travel deserted island diffuse bombs terrorized deadly alien creature
Bang Bang Baby,small town teenager 1960s believes dreams famous singer come true rock star idol gets stranded town leak nearby chemical plant is believed causing mass mutations threatens turn dream nightmare
Beginning of the End,enterprising journalist audrey ames peggie castle is determined scoop enormous grasshoppers accidentally created illinois state experimental farm endeavors save chicago despite military coverup
Realive,marc die cancer chooses cryogenic freeze hopes thawed theres solution condition hes human brought 68 years later adapt mentally physically
Rocky Horror Show Live,live stage production musical filmed playhouse theatre london commemorating 40th anniversary release rocky horror picture 1975
(T)Raumschiff Surprise - Periode 1,years future mars is colonized humans leader regulator rogul plans conquer earth queen königin metapha is advised send gays captain kork vulcannette brigitte spuck engineer schrotty surprise past exp read
Galactic Gigolo,eoj is alien who won game grand prize is trip earth sex as earth women as hildy is reporter who is writing biography eojs adventures
Proxy,tense scifi thriller woman miraculously reawakens medical trauma discover consciousness embedded biosynthetic body
Futra Days,undergoing experimental time travel process sends man future investigates man engaging romance future selfs girlfriend mindbending reality
Robot Holocaust,highly unlikely band heroes traverses postapocalyptic wasteland rescue scientist tyrannical dark one army robots
It!,one store houses burnt museum director grove assistant pimm destroyed one statue withstood mysteriously undamaged suddenly grove is lying dead ground killed statue pimm finds cursed statue read
Debug,young computer hackers sent work derelict spaceship are forced match wits vengeful artificial intelligence kill human
A.R.O.G,commander logar fools arif sends 1000000 years time civilize people past reach today
The Labyrinth,horrormysterythriller exploring unknown unexplained unimaginable intertwined stories life death regret atonement
Bad Girl Island,sexy mystery temptation primal forces set mystical island bermuda triangle
The Leech Woman,endocrinologist dysfunctional marriage aging alcoholic wife journeys africa seeking drug restore youth
Repli-Kate,scientist sidekick accidentally clone journalist decide turn mistake replikate idea perfect woman who loves beer football frat parties
The Selection,group impoverished girls compete chance live wealthy rebellion is brewing
Track of the Moon Beast,new mexico mineralogist student paul carlson is struck head tiny shard meteor causing unknowingly transform bloodthirsty reptilian creature
Gorgo,greedy sailors capture giant lizard coast ireland sell london circus mother shows
The Being,mutated creature is wreaking havoc small town idaho police chief government scientist team save rural town menace
The Friendship Game,group teenagers small town discover strange object tests strength friendship
Devil Girl from Mars,uptight leatherclad female alien armed ray gun accompanied menacing robot comes earth collect earths men as breeding stock
Bloody New Year,group friends refuge island hotel is decorated new years problem is early summer soon walls are striking
X the Unknown,radioactive mudlike creature terrorizes scottish village
Nukie,alien called nukie searches brother miko who captured government
Dimland,attempt shake melancholy young woman escapes city familys country cottage rediscover world shed long forgotten old friend who convince leave reality
Time Walker,alien buried king tuts tomb terrorizes college campus
Interreflections,quest new humane society counterculture revolution takes world storm interreflections trilogy look modern world wonder managed survive as long as
Stand by Me Doraemon 2,nobita travels future beloved grandma bride adult nobita fled wedding good husband shizuka
Attack of the Killer Chickens: The Movie,dawn new agea chicken age humans dominant species far long chickens come roost theyre clucking invasion catastrophic proportions taken place weak humans earth surv read
Rubber's Lover,scientists use brainaltering drug conduct experiments one project goes astray need test subject japanese splatterpunk film
Way... Way Out,futuristic world usa decides send married couple astronauts moon base order prevent improper contact soviet female cosmonauts manning ussr moon base
Monstrosity,rich unscrupulous old woman plots scientist brain implanted skull sexy young woman
It Conquered the World,meaning scientist guides alien monster earth venus rid mankind feelings emotions death sorrow results
The Cabbage Soup,2 buddy farmers are visited aliens who like domestic cabbage soup
Femalien 2,aliens come earth seek missing comrade kara
Hello World,man travels time year 2027 relive school years correct bad decision
The Clonus Horror,politicians scheme clone assuring immortal life
Invasion of the Saucer Men,aliens equipped venomous claws invade small town towns teenage population is mobilized fight menace
Last Woman on Earth,ev husband harold friend martin scuba diving vacation puerto rico surface island died
Beyond the Stars,eric moves dad oregon accidentally firing rocket high school befriends mara retired astronaut
One-Eyed Monster,hostile alien wreaks havoc cast crew adult movie
The Reluctant Astronaut,nasa janitor is sent space
Auggie,forced early retirement felix greystone falls love augmented reality companion detriment relationship wife daughter
The Slime People,los angeles is invaded army subterranean monsters small group people fight survival deserted metropolis
Quatermass 2,professor quatermass trying gather support lunar colonisation project is intrigued mysterious traces showing
Bokeh,romantic getaway iceland young american couple wake one morning discover person earth disappeared
Cold Souls,paul is actor who feels bogged participation production chekovs play vanya
Frankenstein Created Woman,reanimated baron frankenstein transfers soul executed young man body lover prompting kill men who wronged
The Bed Sitting Room,set postnuclearholocaust england handful bizarre characters struggle lives ruins endless heaps ash piles broken crockery brick muddy plains heaps dentures old boots patriotically singing god save mrs ethel read
The Werewolf,mountaincrest stranger memory arrives bar drink leaves bar local tries rob turns animal kills attacker deputy ben clovey hunts animal is wounded sheriff jack haines organizes party t read
The Trouble with Being Born,elli is android programmed memories mean owner story machine ghosts carry
Raid on Passion Planet,depths sexy space orbiting hottest star galaxy is planet space babes astronymphs who crave close encounter men earth cosmic cuties day frolic company nubile natives passion read
The Road to Hong Kong,mistaken identity acquisition rare tibetan herb buffoonish men wrong secret organization geared world domination
Octaman,team researchers discovers strange mutation man octopus who proceeds terrorize
The Black Scorpion,volcanic activity frees giant scorpions earth who wreak havoc rural countryside eventually threaten mexico city
The Asphyx,english country squire sir hugo cunningham searches immortality literally bottling spirit dead asphyx
Time Changer,bible professor 1890 comes forward time present time machine believe things sees
The Creation of the Humanoids,post holocaust society robots help dying human race giving android bodies
Highlander Eternity,
Aaah! Roach!,city center college is experience hell week unlike group fraternity students accidentally unleash plague chemically altered maneating roaches campus students faculty start disappearing left right officer johnson read
Virgin Hunters 3: Agents of Passion,earth is place virgins virgin hunters are latest installment hit series keeps going
The Borrower,aliens punish one sending earth alien is violent body occupies is damaged is forced
The Sorcerers,aging hypnotist creates device allows user control mind person wife abuses power manipulating younger man commit evil acts
Phantom Regiment,
Alien Odyssey,
Biohazard,alien monster uses psychic try earth
The Timekeepers of Eternity,mr toomey obsessively tears paper control childhood monsters wakes midflight boston passengers disappeared confront paper nightmare threaten rip apart
Action Replayy,young man tries revive parents wilting marriage traveling 1970s romance budding make bloom complex expects
D'entre Les Morts,
Fairy Folk,thorny questions love sexuality centre stage magical realist drama genderless woodland crashes lives jaded couple
Just Imagine,new york 1980 airplanes replaced cars numbers replaced names pills replaced food governmentarranged marriages replaced love test tube babies replaced idea scientists revive man struck lightning 1930 is rechris read
I Married a Monster from Outer Space,aliens arrive earth possess bodies humans one victims is young man new wife soon realizes is wrong
Pass Thru,messianic entity future travels modernday earth wipe 300000000 bad people usher new era peace
Spermula,notorious secret society known as spermula plans return future conquer earth neutering male population
C.H.O.M.P.S.,young man invents robot dog super strength xray vision detect crimes committed greedy businessman tries steal invention
A ciegas,mysterious force decimates worlds population causing who lives sebastian young daughter anna navigate journey survival desolate streets barcelona as form uneasy alliance sur read
Veronica 2030,year is 2030 scientists felix maxine are release latest creation veronica fully functional pleasure android market unfortunately untimely interference colleague causes veronica sent year 1998 read
Alien Autopsy,humoristic reconstruction 1995 scandal related fake documentary alien autopsy 1995 roswell incident
She Demons,heroic dull fred maklin beautiful spoiled jerrie turner wash uncharted tropical island are soon captured exnazi colonel osler who imprisoned bevy beauty contest winners allows whipped slavering nazi storm troo read
Cinderella 2000,year 2047 sex is forbidden big brother uses robots eye one young girl tries outwit government man loves
The KAOS Brief,hacked footage reveals mysterious events surrounding abduction teenagers
Malevil,group ordinary french survived nuclear war face left civilization
The Bowery Boys Meet the Monsters,slip sach rest bowery boys enter haunted house engage slapstick gravesend family one creepy butler 2 mad scientists crazy old woman man eating plant savage gorilla 8 foot tall robot vampiress
Return of the Living Dead: Rave to the Grave,college student creates drug called z sells campus inadvertently resurrecting living dead who wreak havoc halloween rave
Syngenor,scientist engineers group genetically engineered creatures use as supersoldiers fight wars middle east things ugly creatures malfunction turn creators
Evil Aliens,tv crew desperate boost ratings arrive remote welsh farming island investigate intriguing incident local girl boyfriend abducted aliens who impregnated
Future Shock,horror anthology psychiatrist who uses virtual reality probe minds unsuspecting patients paranoid woman home meek man roommate hell paxton man obsessed death
The Elevator Game,desperate father search missing daughter uncovers sinister events lead horrifying truth
Courage,plot kept wraps
Frankenstein General Hospital,mad doctor puts new body using body parts steals mortuary hospital works
Beach Babes 2: Cave Girl Island,xena luna sola leave malibu return earth unexpectedly xena sneezes crash lands desert isle threatened dinosaurs having close encounters primitive stud muffins tangle evil james t renford ii who h read
The Creature Walks Among Us,scientist captures creature turns airbreather escape start killing
Blade the Iron Cross,1945 psychic war journalist gains telekinetic link murderous puppet uses help sabotage secret nazi experiment involves using death ray transform people zombies
Man with the Screaming Brain,brains russian taxi driver wealthy businessman are brought one body mad scientist
The Suckling,pregnant woman reluctantly goes illegal abortion clinic doubles as brothel aborted mutated fetus attack clinic
Illegal Aliens,charlies angels goes scifi touch men black thrown good measure aliens morph superhot babes arrive protect earth intergalactic forces evil guided syntax holographic mentor illegal aliens are willing read
Deep Space,spaceship hideous monster incredible appetite flesh crashes earth unsuspecting policemen ian mclemore jerry merris investigate wreckage discover small pods remove
Diamantino,fallen soccer superstar vows adopt refugee child naive unwitting centerpiece bizarre plot make portugal great
The Lost Skeleton of Cadavra,bad scientist wife mad scientist skeleton aliens escaped pet are searching elusive element atmospherium
"Relax, I'm from the Future",man future trapped past tries make life oblivious consequences set motion
The Resonator: Miskatonic U,set fictional college campus miskatonic university arkham massachusetts sorts fantastic unworldly events known unfold lovecraft lore resonator miskatonic u follows gifted students as navigate life one cra read
Vegas in Space,rare gems missing distant planet men are allowed soldiers posing as women are sent earth aid investigation
Dagon: Troll World Chronicles,dagon is burned hitman who is commissioned kingpin kundilla steal away human child dagon finds buyer actually wants kill eat decides rogue return parents
The Story of Mankind,devil spirit man argue as humanity is ultimately good evil
Solar Impact,solar debris crashes earth causing widespread destruction unleashing solar radiation world as genetic mutations rapidly spread group friends fight stay alive escape chaos
L'Empire,small village northern france is battleground undercover extraterrestrial knights
Missile to the Moon,escaped cons stowaway flight moon discover alien women ruled sadistic queen restored color
Rocketship X-M,astronaut crew way moon are unexpectedly propelled gravitational forces end mars instead
The Man Who Turned to Stone,jory followers stay immortal siphoning life forces dont renewed petrify
The Toy Box,ralph persuades girlfriend donna participate bizarre party discovers guests are perform erotic plays presence corpse ralphs millionaire uncle players are promised gifts toy box ralph donna await turn w read
Coppelia,town falls spell charismatic cosmetic surgeon doctor coppelius feisty swan save sweetheart franz heart is used spark life coppelia robotwoman doctor created
Watchers II,genetically reengineered dog develops psychic link monster created lab experiment goes awry
Sweet Prudence and the Erotic Adventure of Bigfoot,sex comedy group people who are sexually adventurous decide spend summer resort lake soon realize are alonean infamous cryptid big feet is big anatomy makes presence known
The Killer Eye,mad scientists experiment goes awry turning dead homeless mans eyeball giant killing machine insatiable appetite young women
Andromina: The Pleasure Planet,disappointed andromina pleasure planet fallen hard times men travel planet women recruit females bring planet
Decoys,luke roger are just couple college guys trying lose virginity luke sees unusual begins suspect girls campus arent exactly human
Odd Noggins,odd noggins is strange trip small town is quite
Privilege,steven shorter is ultimate british music star music is listened preteens grandparents trace public bad habits drug involvement britain loves handlers begin use popularity projects like increasing t read
The Wandering Earth 2,humans built huge engines surface earth new home road universe is perilous order save earth young people step forward start race time life death
The Man Who Could Cheat Death,centenarian artist scientist 1890 paris maintains youth health periodically replacing gland living person
Aerials,earth is invaded aliens outer space intermarried couple living city dubai are confined home uncertainty situation disconnected world outside loss communication explore cultural differences read
Final Flesh,pollard family is calmly discussing impending death atom bomb mrs pollard recounts dream sensually bathes tears neglected children
The Last Transport,2021 transport doomed earth seats people
Morons from Outer Space,trio moronic aliens crashland earth celebrities fourth alien who arrives separately finds ignored
Frankenstein's Daughter,dr frankensteins insane grandson attempts create horrible monsters modern day la
Island Zero,fishing community remote maine island finds suddenly cut rest world ferry stops coming people start vanish terrified survivors realize is hunting
Gog,security agent investigates sabotage murder secret underground laboratory home experimental robots
The Earth Dies Screaming,britain group survivors fights deadly alien invasion uses robots poisonous gas earth
Parts Per Billion,midst manmade biological disaster terrible fate couples try meaning lives
The Journey: Absolution,earth destroyed asteroid small military colony new america managed survive arctic soldier goes missing colony authorities send ryan murphy investigate
The Revenge of Frankenstein,having escaped execution assumed alias baron frankenstein transplants deformed underlings brain perfect body effectiveness process secret identity soon begin unravel
It's Alive III: Island of the Alive,mutant babies placed court order deserted island appalled cycnicism exploitation children legal media man responsible leads expedition island free
When Women Rule the World,young people sucked time bending vortex apocalyptic future women rule earth
Transformations,wolfgang is traveling outer space monster sees as beautiful woman appears spaceship makes love ship is forced land planet is penal colony meets miranda who falls love group prisoners u read
Bud Abbott and Lou Costello Meet the Invisible Man,bumbling private eyes help man wrongly accused murder who invisible clear
Jackrabbit,friends suicide leaves mysterious computer drive fringe hacker accomplished computer technician come decipher message left wake
Arif V 216,8 years arifs old friend 216 planet gora pays visit earthtogether quest theyll visiting 60s
"The World, the Flesh and the Devil",miner trapped cavein resurfaces discovering mankind wiped nuclear holocaust sets survivors
Universe's Most Wanted,set small town residents attack spaceship carrying universes wanted dangerous criminals crash lands backyard
Dracula vs. Frankenstein,dracula conspires mad doctor resurrect frankenstein monster
The Dark Tapes,genredefying mixture horror scifi myth mystery thrills told as interlocking tales one intelligent anthology ghosts spirits creatures demons paranormal world collide rational curiosity
Orange: Mirai,film retells main story viewpoint hiroto suwa as continues support kakeru nahos relationship film features original story takes place events manga anime series
Mystery Science Theater 3000: The Movie,mike nelson robot companions watch comments island earth 1955
Revan,redeemed jedi knight revan saved galaxy threat apprentice darth malak brought peace galaxy wife bastilla long forgotten memories dark past convict search galaxy evil threat read
Mutants,middle zombie apocalypse resourceful couple hides isolated abandoned building woman is pregnant man is infected slowly transforming kind inhuman monster are trying escape
Late for Dinner,young men evading police crime didnt commit are cryogenically frozen early 1960s thing know is are strange new world thirty years
Man Vs.,mysterious stalker plagues reality tv survivalist days new season northern ontario wilderness figure human
The Colossus of New York,brilliant surgeon encases dead sons brain large robot body unintended results
Andover,genetics professor clones dead wife desperate attempt exactly as
Cold Ground,lucky ones freeze death
S Club Seeing Double,members s club complain tough is stay replaced lookalikes are
Cryptid,small rural town maine is shocked as mysterious animal leaves local resident brutally ripped apart deemed random bear attack town officials freelance journalist max frome suspects
Tribulation,tom canboro is police detective christian sister eileen brother calvin wife susan eccentric brotherinlaw jason one night jason seemingly goes insane tries kill eileen calling hater tom soon realises conspiracy going as fa read
WifeLike,
Demonwarp,man daughter are attacked woods believe is bigfoottype creature soon begin suspect stumbled nest aliens hidden spacecraft
The Exotic Time Machine,time machine transports curious pleasure seekers deepest reaches erotic past enjoy historical adventures imagination
How to Make a Monster,master monster makeup artist is sacked new bosses american international studios uses creations exact revenge
It Lives Again,epidemic mutant monster babies sweeps america
P.U.N.K.S.,group misfit teens evade corrupt scientist steal attempt return suit delivers supernatural strength wearer
The First Man,alien man arrived earth woman refuse
Say Goodbye to Hollywood,hollywood dream drifts away sean slowly realizes day is world meeting spiritual guides finally face true destiny cinekat filmworks presents journey played hollywood california written read
The Curious Female,year 2177 world is control master computer recreation people are allowed view sex tapes
The Drone,newlywed couple is terrorized consumer drone sentient consciousness deranged serial killer
Frankenstein Island,hotair balloon crashes remote island crew discovers dr frankensteins ancestor carrying family work race mutants population amazons
Pulse Pounders,sequel anthology film offers trancers sequel written original creators danny bilson paul demeo new lovecraft adaptation evil clergyman featuring jeffrey combs barbara crampton finally sequel dungeonmaster
From Other Worlds,depressed brooklyn housewife sleepwalks life is abducted ufos determined solve mystery otherworldly experiences embarks journey leads romance new meaning life
Exit West,young refugee couple wartorn country hear rumors are doors city live serve as portals destinations
Escape to Grizzly Mountain,jimmy young boy trying gain acceptance peers is horrified sees circus trainer abusing bear cub one circus employees tells jimmy is magic cave hills nearby transport people time maybe use read
The White King,12yearold boy rebels brutal government labels father traitor imprisons
Let's Be Evil,vision augmented reality
Like Cattle Towards Glow,short films troubled gay youngsters who attempt resolve psychological issues bizarre fetish play sinister self expression
Sex Files: Digital Sex,
A Distant Thunder,second film thief night distant thunder continues story patty young woman living end times referred biblical prophecy action suspense thriller finds patty living as fugitive trying hide increasing read
